Country,Product_Group_Use,SalesRep_Code,yearmonth,Product_MTD,UserKey_4Map,Product_QTD,Product_Total_MTD,Product_Total_QTD,Product_Max_MTD,Product_Max_QTD,Product_Percent_MTD,Product_Percent_QTD,Manager_Id
TW,NICOTI,BJX1,2024-08-01,149334.0,TW_BJX1,405592.0,2243489.0,4437623.0,853806.0,968564.0,0.1749039008861498,0.4187560140579249,0055h000006NBt3AAG
TW,SEROXA,BJX1,2024-08-01,35270.0,TW_BJX1,255935.0,2243489.0,4437623.0,853806.0,968564.0,0.0413091498537138,0.264241702148748,0055h000006NBt3AAG
TW,IMIGRA,BJX1,2024-08-01,10199.0,TW_BJX1,-33918.0,2243489.0,4437623.0,853806.0,968564.0,0.0119453365284385,0.0,0055h000006NBt3AAG
TW,XARELT,BJS8,2024-08-01,988862.0,TW_BJS8,2742072.0,1846213.0,4924122.0,988862.0,2742072.0,1.0,1.0,0055h000006NBspAAG
TW,VISANN,BJS8,2024-08-01,243627.0,TW_BJS8,729941.0,1846213.0,4924122.0,988862.0,2742072.0,0.2463710811013063,0.2662005228163228,0055h000006NBspAAG
TW,XYZAL,BJS8,2024-08-01,147042.0,TW_BJS8,341979.0,1846213.0,4924122.0,988862.0,2742072.0,0.1486982005578129,0.1247155435743481,0055h000006NBspAAG
TW,NICOTI,BJS8,2024-08-01,138119.0,TW_BJS8,236979.0,1846213.0,4924122.0,988862.0,2742072.0,0.1396746967726538,0.0864233324289077,0055h000006NBspAAG
TW,DIFFLA,BJS8,2024-08-01,40733.0,TW_BJS8,159266.0,1846213.0,4924122.0,988862.0,2742072.0,0.0411917942038424,0.0580823552408543,0055h000006NBspAAG
TW,DIANE,BJS8,2024-08-01,74331.0,TW_BJS8,109626.0,1846213.0,4924122.0,988862.0,2742072.0,0.0751682236752954,0.0399792565621909,0055h000006NBspAAG
TW,YAZ,BJS8,2024-08-01,44571.0,TW_BJS8,103382.0,1846213.0,4924122.0,988862.0,2742072.0,0.0450730233338928,0.0377021464060754,0055h000006NBspAAG
TW,REQUIP,BJS8,2024-08-01,35974.0,TW_BJS8,77476.0,1846213.0,4924122.0,988862.0,2742072.0,0.036379191434194,0.0282545461971822,0055h000006NBspAAG
TW,LAMICT,BJS8,2024-08-01,24793.0,TW_BJS8,71112.0,1846213.0,4924122.0,988862.0,2742072.0,0.0250722547736691,0.0259336735140433,0055h000006NBspAAG
TW,SEROXA,BJS8,2024-08-01,24228.0,TW_BJS8,62478.0,1846213.0,4924122.0,988862.0,2742072.0,0.0245008909231015,0.0227849596947126,0055h000006NBspAAG
TW,YASMIN,BJS8,2024-08-01,38762.0,TW_BJS8,51333.0,1846213.0,4924122.0,988862.0,2742072.0,0.0391985939392958,0.018720514997418,0055h000006NBspAAG
TW,WELLBU,BJS8,2024-08-01,19328.0,TW_BJS8,42225.0,1846213.0,4924122.0,988862.0,2742072.0,0.0195457000066743,0.0153989391963449,0055h000006NBspAAG
TW,MELIAN,BJS8,2024-08-01,3429.0,TW_BJS8,34286.0,1846213.0,4924122.0,988862.0,2742072.0,0.0034676223780466,0.0125036833460244,0055h000006NBspAAG
TW,GYNERA,BJS8,2024-08-01,13572.0,TW_BJS8,27144.0,1846213.0,4924122.0,988862.0,2742072.0,0.0137248675750509,0.0098990836126841,0055h000006NBspAAG
TW,ACNEAI,BJS8,2024-08-01,3817.0,TW_BJS8,19085.0,1846213.0,4924122.0,988862.0,2742072.0,0.0038599925975515,0.0069600652353402,0055h000006NBspAAG
TW,IMIGRA,BJS8,2024-08-01,1597.0,TW_BJS8,4525.0,1846213.0,4924122.0,988862.0,2742072.0,0.0016149877333743,0.0016502119565058,0055h000006NBspAAG
TW,MICROG,BJS8,2024-08-01,3428.0,TW_BJS8,3428.0,1846213.0,4924122.0,988862.0,2742072.0,0.0034666111145943,0.0012501495219673,0055h000006NBspAAG
TW,XARELT,BJS7,2024-08-01,1171705.0,TW_BJS7,2667573.0,2087318.0,5749810.0,1171705.0,2667573.0,1.0,1.0,0055h000006NBspAAG
TW,VISANN,BJS7,2024-08-01,224026.0,TW_BJS7,599730.0,2087318.0,5749810.0,1171705.0,2667573.0,0.1911965895852625,0.2248223385076997,0055h000006NBspAAG
TW,LAMICT,BJS7,2024-08-01,164438.0,TW_BJS7,467302.0,2087318.0,5749810.0,1171705.0,2667573.0,0.1403407854366073,0.1751787111355528,0055h000006NBspAAG
TW,TAMBOC,BJS7,2024-08-01,1032.0,TW_BJS7,355382.0,2087318.0,5749810.0,1171705.0,2667573.0,0.0008807677700445,0.1332229708427848,0055h000006NBspAAG
TW,REQUIP,BJS7,2024-08-01,15661.0,TW_BJS7,337099.0,2087318.0,5749810.0,1171705.0,2667573.0,0.013365992293282,0.1263691752765529,0055h000006NBspAAG
TW,WELLBU,BJS7,2024-08-01,199937.0,TW_BJS7,299904.0,2087318.0,5749810.0,1171705.0,2667573.0,0.1706376605032837,0.1124257892848668,0055h000006NBspAAG
TW,ALDARA,BJS7,2024-08-01,114286.0,TW_BJS7,244859.0,2087318.0,5749810.0,1171705.0,2667573.0,0.0975382028752971,0.091790927558496,0055h000006NBspAAG
TW,DIFFLA,BJS7,2024-08-01,32913.0,TW_BJS7,166628.0,2087318.0,5749810.0,1171705.0,2667573.0,0.0280898348987159,0.0624642699562486,0055h000006NBspAAG
TW,SEROXA,BJS7,2024-08-01,74695.0,TW_BJS7,145920.0,2087318.0,5749810.0,1171705.0,2667573.0,0.0637489811855373,0.054701408358834,0055h000006NBspAAG
TW,NICOTI,BJS7,2024-08-01,45354.0,TW_BJS7,105491.0,2087318.0,5749810.0,1171705.0,2667573.0,0.0387076951963164,0.0395456844105109,0055h000006NBspAAG
