Country,SalesRep_Code,salesrepemployeeid_z,yearmonth,MTD Sales,MTD Target,UserKey_4Map,Column1
TH,903,piyanucht,2024-08-01,2311309.3900000006,0.0,TH_903,-2311309.3900000006
TH,904,kewaleer,2024-08-01,1136359.7400000002,0.0,TH_904,-1136359.7400000002
TH,901,PattananS,2024-08-01,2460182.41,0.0,TH_901,-2460182.41
TH,931,jutamaneew,2024-08-01,1125022.1,0.0,TH_931,-1125022.1
TH,922,kitsanapongk,2024-08-01,1597630.5899999999,0.0,TH_922,-1597630.5899999999
TH,928,JirapornKh,2024-08-01,1182738.99,0.0,TH_928,-1182738.99
TH,925,unlapada,2024-08-01,1927051.9000000004,0.0,TH_925,-1927051.9000000004
TH,394,chutharmadp,2024-08-01,1424454.0,0.0,TH_394,-1424454.0
TH,297,ChuleekornC,2024-08-01,1853541.0,0.0,TH_297,-1853541.0
TH,296,ChananwatW,2024-08-01,1538901.32,0.0,TH_296,-1538901.32
TH,390,manasananp;thda-test34,2024-08-01,1818673.0,0.0,TH_390,-1818673.0
TH,054,DarinP,2024-08-01,1829675.51,0.0,TH_054,-1829675.51
TH,507,rungsirin,2024-08-01,656303.79,0.0,TH_507,-656303.79
TH,518,phanomn,2024-08-01,326801.2400000001,0.0,TH_518,-326801.2400000001
TH,058,KittikunP,2024-08-01,166230.05,0.0,TH_058,-166230.05
TH,517,kiratis,2024-08-01,146284.63999999998,0.0,TH_517,-146284.63999999998
TH,515,hathaikanv,2024-08-01,49002.87,0.0,TH_515,-49002.87
TH,513,RuethairatI,2024-08-01,466903.42000000004,0.0,TH_513,-466903.42000000004
TH,731,KhairachS,2024-08-01,256546.54,0.0,TH_731,-256546.54
TH,053,pimpikas;siwapornm,2024-08-01,423398.8900000001,0.0,TH_053,-423398.8900000001
TH,059,suwatphani,2024-08-01,255417.84999999995,0.0,TH_059,-255417.84999999995
TH,512,WasiponW,2024-08-01,169930.01,0.0,TH_512,-169930.01
TH,516,PatcharaponN,2024-08-01,646299.9999999999,0.0,TH_516,-646299.9999999999
TH,514,Akhinank,2024-08-01,140732.77,0.0,TH_514,-140732.77
TH,511,AomrithaiC,2024-08-01,81849.12999999999,0.0,TH_511,-81849.12999999999
TH,503,kasamonp,2024-08-01,166014.24,0.0,TH_503,-166014.24
TH,772,choedsakp;paitoonf,2024-08-01,393347.51999999996,0.0,TH_772,-393347.51999999996
TH,737,SulaleewanS,2024-08-01,1019166.3200000001,0.0,TH_737,-1019166.3200000001
TH,735,patpiyawatp,2024-08-01,1093462.14,0.0,TH_735,-1093462.14
TH,733,WirojW;nisacholc,2024-08-01,1314720.3299999998,0.0,TH_733,-1314720.3299999998
TH,764,kulthidai;thitimao,2024-08-01,1032417.1499999999,0.0,TH_764,-1032417.1499999999
TH,763,patsudara;thanutporns,2024-08-01,695951.2100000001,0.0,TH_763,-695951.2100000001
TH,769,KamonchanokS,2024-08-01,600631.6099999999,0.0,TH_769,-600631.6099999999
TH,734,kodchanipav,2024-08-01,1159109.18,0.0,TH_734,-1159109.18
TH,773,RattikaN,2024-08-01,698292.7100000002,0.0,TH_773,-698292.7100000002
TH,771,chonlachaib,2024-08-01,806700.16,0.0,TH_771,-806700.16
TH,770,Tippawann;sasanonn,2024-08-01,264072.42,0.0,TH_770,-264072.42
TH,766,jiranthaninc,2024-08-01,304027.91000000003,0.0,TH_766,-304027.91000000003
TH,856,MontiraV,2024-08-01,1628276.6099999996,0.0,TH_856,-1628276.6099999996
TH,884,priyapats,2024-08-01,1125287.0800000003,0.0,TH_884,-1125287.0800000003
TH,862,TanatphatY,2024-08-01,780920.7299999992,0.0,TH_862,-780920.7299999992
TH,893,pornsirisir,2024-08-01,926558.5200000004,0.0,TH_893,-926558.5200000004
TH,852,ChutinanT,2024-08-01,1253606.29,0.0,TH_852,-1253606.29
TH,882,NipatV,2024-08-01,701515.2000000001,0.0,TH_882,-701515.2000000001
TH,861,MontriA;kullawanm,2024-08-01,623401.5500000004,0.0,TH_861,-623401.5500000004
TH,894,TawirojK;apichatt,2024-08-01,532033.8400000003,0.0,TH_894,-532033.8400000003
TH,883,PlutsukolS,2024-08-01,1875499.6000000003,0.0,TH_883,-1875499.6000000003
TH,891,Vathitb,2024-08-01,145712.28,0.0,TH_891,-145712.28
TH,895,SiriyaY,2024-08-01,1372999.4600000002,0.0,TH_895,-1372999.4600000002
TH,886,thatkarans,2024-08-01,638404.3999999999,0.0,TH_886,-638404.3999999999
TH,854,VenusJ,2024-08-01,874636.8899999999,0.0,TH_854,-874636.8899999999
TH,853,PathompongK,2024-08-01,771249.1599999996,0.0,TH_853,-771249.1599999996
TH,851,NoppawanN;saksits,2024-08-01,566873.9199999996,0.0,TH_851,-566873.9199999996
TH,896,KwanhataiP,2024-08-01,447377.28999999986,0.0,TH_896,-447377.28999999986
TH,885,PiyawatP,2024-08-01,1881892.4499999986,0.0,TH_885,-1881892.4499999986
TH,881,ChakkritC,2024-08-01,1067054.77,0.0,TH_881,-1067054.77
TH,887,Kawinthipr,2024-08-01,217866.8399999999,0.0,TH_887,-217866.8399999999
TH,855,JindaratV,2024-08-01,801122.9199999998,0.0,TH_855,-801122.9199999998
TH,972,AuyarinK,2024-08-01,1008073.5399999998,0.0,TH_972,-1008073.5399999998
TH,068,CherngcharnP,2024-08-01,1223132.6500000001,0.0,TH_068,-1223132.6500000001
TH,973,phakavadeec,2024-08-01,2035301.8399999996,0.0,TH_973,-2035301.8399999996
TH,927,panaikornk,2024-08-01,1132777.05,0.0,TH_927,-1132777.05
TH,929,natthikarns,2024-08-01,683182.0599999999,0.0,TH_929,-683182.0599999999
TH,501,arreeporns;thanasitr,2024-08-01,392839.0399999997,0.0,TH_501,-392839.0399999997
TH,504,natareeyas,2024-08-01,1161147.7600000005,0.0,TH_504,-1161147.7600000005
TH,500,sarisak,2024-08-01,308265.4900000001,0.0,TH_500,-308265.4900000001
TH,951,patiwatt,2024-08-01,1427906.96,0.0,TH_951,-1427906.96
TH,738,kittiphong;pichamonra,2024-08-01,1217913.1700000002,0.0,TH_738,-1217913.1700000002
TH,736,RinsaiP,2024-08-01,1431846.4800000002,0.0,TH_736,-1431846.4800000002
TH,765,thidarint,2024-08-01,385462.95,0.0,TH_765,-385462.95
TH,892,Minmuntaj;parittaporns,2024-08-01,444387.28,0.0,TH_892,-444387.28
TH,871,waruneen,2024-08-01,532695.04,0.0,TH_871,-532695.04
TH,056,thonnarinh,2024-08-01,485805.81999999995,0.0,TH_056,-485805.81999999995
TH,768,kittipongs;sirimonj,2024-08-01,298409.17999999993,0.0,TH_768,-298409.17999999993
TH,831,THMENAR-HThanomsri;THMENAR-PNattapong,2024-08-01,5446900.37,0.0,TH_831,-5446900.37
TH,654,KantimaC,2024-08-01,1777518.3400000005,0.0,TH_654,-1777518.3400000005
TH,051,LawanK,2024-08-01,1821344.07,0.0,TH_051,-1821344.07
TH,505,ThamonnatS,2024-08-01,81463.03,0.0,TH_505,-81463.03
TH,052,somrudees,2024-08-01,-200561.35,0.0,TH_052,200561.35
TH,510,panitnartk,2024-08-01,571.4199999999992,0.0,TH_510,-571.4199999999992
TH,061,VeeraphattraN,2024-07-01,13372457.759999996,0.0,TH_061,-13372457.759999996
TH,953,phongsirip,2024-07-01,3529388.6799999997,0.0,TH_953,-3529388.6799999997
TH,996,SantiphatP,2024-07-01,4314328.219999999,0.0,TH_996,-4314328.219999999
TH,071,WatcharachaiN,2024-07-01,1344156.7300000002,0.0,TH_071,-1344156.7300000002
TH,947,sudapornp,2024-07-01,9209635.700000023,0.0,TH_947,-9209635.700000023
TH,072,piyasakp,2024-07-01,4011729.41,0.0,TH_072,-4011729.41
TH,290,PunyaveeS,2024-07-01,2740830.0,0.0,TH_290,-2740830.0
TH,955,SivavanC;panatchakorns,2024-07-01,4353242.9399999995,0.0,TH_955,-4353242.9399999995
TH,950,kanoksakk,2024-07-01,4234178.359999978,0.0,TH_950,-4234178.359999978
TH,991,ChatchalwanK,2024-07-01,1831232.839999997,0.0,TH_991,-1831232.839999997
TH,256,kanoksakk,2024-07-01,3129819.92,0.0,TH_256,-3129819.92
TH,977,pattarinyac,2024-07-01,1907837.7500000005,0.0,TH_977,-1907837.7500000005
TH,942,thanyamasl,2024-07-01,4519858.380000001,0.0,TH_942,-4519858.380000001
TH,832,THMENAR-PNattapong;thmenar-nvorawan;vorawann,2024-07-01,3969258.869999997,0.0,TH_832,-3969258.869999997
TH,943,padtheeraw,2024-07-01,1873528.43,0.0,TH_943,-1873528.43
TH,066,NamphonT,2024-07-01,2066910.6900000002,0.0,TH_066,-2066910.6900000002
TH,069,JatupornV,2024-07-01,2005708.6999999997,0.0,TH_069,-2005708.6999999997
TH,662,OrawanS,2024-07-01,3368262.8400000017,0.0,TH_662,-3368262.8400000017
TH,940,kanungnitk,2024-07-01,4733819.689999997,0.0,TH_940,-4733819.689999997
TH,954,PhunyanatT,2024-07-01,6986513.8,0.0,TH_954,-6986513.8
TH,062,JaruwatT,2024-07-01,7197754.810000001,0.0,TH_062,-7197754.810000001
TH,079,TrinN,2024-07-01,23434329.940000024,0.0,TH_079,-23434329.940000024
TH,975,mareeneet,2024-07-01,2075663.3699999996,0.0,TH_975,-2075663.3699999996
TH,672,RapatpornT,2024-07-01,4564875.199999998,0.0,TH_672,-4564875.199999998
TH,068,CherngcharnP,2024-07-01,1803095.01,0.0,TH_068,-1803095.01
TH,258,TanawatK,2024-07-01,2873944.64,0.0,TH_258,-2873944.64
TH,971,PrasitP,2024-07-01,2445160.020000001,0.0,TH_971,-2445160.020000001
TH,664,Laphatsananb,2024-07-01,2791585.5600000024,0.0,TH_664,-2791585.5600000024
TH,668,PornchalidaD,2024-07-01,3937650.480000002,0.0,TH_668,-3937650.480000002
TH,063,MonthathipM,2024-07-01,8896439.220000003,0.0,TH_063,-8896439.220000003
TH,951,patiwatt,2024-07-01,3865572.4899999998,0.0,TH_951,-3865572.4899999998
TH,949,chompoonekt,2024-07-01,5672356.120000001,0.0,TH_949,-5672356.120000001
TH,393,PradthanaS,2024-07-01,2578248.9400000004,0.0,TH_393,-2578248.9400000004
TH,990,AchirayaT,2024-07-01,5927946.720000001,0.0,TH_990,-5927946.720000001
TH,994,TanawatK,2024-07-01,3701767.01,0.0,TH_994,-3701767.01
TH,641,JirapornKo,2024-07-01,4459373.940000002,0.0,TH_641,-4459373.940000002
TH,652,KittraweeW,2024-07-01,4583937.750000004,0.0,TH_652,-4583937.750000004
TH,959,sudaporni,2024-07-01,3806648.8800000004,0.0,TH_959,-3806648.8800000004
TH,956,SuwatchareeK,2024-07-01,3177210.88,0.0,TH_956,-3177210.88
TH,070,sureeratt,2024-07-01,11785878.790000014,0.0,TH_070,-11785878.790000014
TH,974,nongluckt,2024-07-01,2020893.0800000005,0.0,TH_974,-2020893.0800000005
TH,257,ChatchalwanK,2024-07-01,1883088.6,0.0,TH_257,-1883088.6
TH,067,KittiC,2024-07-01,1040807.8899999999,0.0,TH_067,-1040807.8899999999
TH,640,KittipornJ,2024-07-01,4223507.910000004,0.0,TH_640,-4223507.910000004
TH,834,THMENAR-KKawin,2024-07-01,23675629.93,0.0,TH_834,-23675629.93
TH,647,mayurachadt,2024-07-01,3123732.3800000013,0.0,TH_647,-3123732.3800000013
TH,293,PutthidaK,2024-07-01,4818972.15,0.0,TH_293,-4818972.15
TH,945,JeeranunK,2024-07-01,2272813.7900000005,0.0,TH_945,-2272813.7900000005
TH,660,SararatK,2024-07-01,3931155.290000005,0.0,TH_660,-3931155.290000005
TH,674,TiwasC,2024-07-01,2092495.000000001,0.0,TH_674,-2092495.000000001
TH,508,thabt-tweerasak,2024-07-01,3187006.900000002,0.0,TH_508,-3187006.900000002
TH,667,kanjanak,2024-07-01,2735350.710000002,0.0,TH_667,-2735350.710000002
TH,644,ThitiwatT,2024-07-01,6112675.080000001,0.0,TH_644,-6112675.080000001
TH,831,THMENAR-HThanomsri;THMENAR-PNattapong,2024-07-01,5479758.409999998,0.0,TH_831,-5479758.409999998
TH,651,ChompunutH,2024-07-01,2783581.4900000016,0.0,TH_651,-2783581.4900000016
TH,295,SukanyaR,2024-07-01,4466498.08,0.0,TH_295,-4466498.08
TH,392,sitab,2024-07-01,14291896.220000003,0.0,TH_392,-14291896.220000003
TH,643,BenjawanC,2024-07-01,2801430.750000001,0.0,TH_643,-2801430.750000001
TH,648,WatchareeT,2024-07-01,3425029.39,0.0,TH_648,-3425029.39
TH,948,jintapongr,2024-07-01,5913055.479999996,0.0,TH_948,-5913055.479999996
TH,833,SawanyaPh;THMENAR-PNattapong;thmenar-kchutimon;thmenar-psawanya,2024-07-01,6033325.470000009,0.0,TH_833,-6033325.470000009
TH,663,jomjaik,2024-07-01,2579579.7800000017,0.0,TH_663,-2579579.7800000017
TH,984,vichadaw,2024-07-01,2980236.4899999998,0.0,TH_984,-2980236.4899999998
TH,291,BodinS,2024-07-01,4398175.510000002,0.0,TH_291,-4398175.510000002
TH,673,AmonratK,2024-07-01,1676071.0799999996,0.0,TH_673,-1676071.0799999996
TH,670,ManochL,2024-07-01,3257249.7100000037,0.0,TH_670,-3257249.7100000037
TH,957,BowornY,2024-07-01,1572650.7,0.0,TH_957,-1572650.7
TH,649,SatthaphongI,2024-07-01,1333605.71,0.0,TH_649,-1333605.71
TH,958,PhatthananyaR,2024-07-01,3075899.869999999,0.0,TH_958,-3075899.869999999
TH,065,ManatA,2024-07-01,3193883.3499999996,0.0,TH_065,-3193883.3499999996
TH,175,kittiphong,2024-07-01,4124725.6799999997,0.0,TH_175,-4124725.6799999997
TH,669,AdcharinC,2024-07-01,1781828.2500000002,0.0,TH_669,-1781828.2500000002
TH,391,NopphasakS,2024-07-01,3766654.41,0.0,TH_391,-3766654.41
TH,946,NonglukK,2024-07-01,2975989.4600000004,0.0,TH_946,-2975989.4600000004
TH,982,chalermphans,2024-07-01,2358728.6199999996,0.0,TH_982,-2358728.6199999996
TH,944,Hathaipatw,2024-07-01,1391945.6399999997,0.0,TH_944,-1391945.6399999997
TH,298,PasinL,2024-07-01,3463238.96,0.0,TH_298,-3463238.96
TH,671,SupraneeK,2024-07-01,2890324.800000002,0.0,TH_671,-2890324.800000002
TH,299,PinyadaJ,2024-07-01,5079360.0,0.0,TH_299,-5079360.0
TH,642,PatcharaT,2024-07-01,3888778.5500000017,0.0,TH_642,-3888778.5500000017
TH,661,NatthakritaK,2024-07-01,2562424.170000002,0.0,TH_661,-2562424.170000002
TH,665,NichamonS,2024-07-01,5075535.57,0.0,TH_665,-5075535.57
TH,653,tanyac,2024-07-01,2835641.170000002,0.0,TH_653,-2835641.170000002
TH,650,WittayaC,2024-07-01,1816035.3499999987,0.0,TH_650,-1816035.3499999987
TH,972,AuyarinK,2024-07-01,1614367.3599999999,0.0,TH_972,-1614367.3599999999
TH,941,thanapons,2024-07-01,1732809.0300000003,0.0,TH_941,-1732809.0300000003
TH,973,phakavadeec,2024-07-01,2355355.9799999995,0.0,TH_973,-2355355.9799999995
TH,923,tanwaratko,2024-07-01,2636563.48,0.0,TH_923,-2636563.48
TH,916,KaranphonS,2024-07-01,6642041.119999988,0.0,TH_916,-6642041.119999988
TH,926,WoraphongS,2024-07-01,2684026.71,0.0,TH_926,-2684026.71
TH,932,ChaiyanU,2024-07-01,1770503.6,0.0,TH_932,-1770503.6
TH,924,aekkawitp,2024-07-01,1883535.1699999997,0.0,TH_924,-1883535.1699999997
TH,905,supamask,2024-07-01,2730006.7899999996,0.0,TH_905,-2730006.7899999996
TH,915,NaruedeeK,2024-07-01,7464806.569999998,0.0,TH_915,-7464806.569999998
TH,912,ittipholk,2024-07-01,7227679.790000002,0.0,TH_912,-7227679.790000002
TH,921,EkaponJ,2024-07-01,2867581.9699999983,0.0,TH_921,-2867581.9699999983
TH,900,RotchanaS,2024-07-01,281944.93999999994,0.0,TH_900,-281944.93999999994
TH,902,warapornt,2024-07-01,3628148.8000000003,0.0,TH_902,-3628148.8000000003
TH,911,WorrawatS;natphisitk,2024-07-01,6572220.4399999995,0.0,TH_911,-6572220.4399999995
TH,930,nattharatp,2024-07-01,2134005.2900000005,0.0,TH_930,-2134005.2900000005
TH,903,piyanucht,2024-07-01,2572188.1599999997,0.0,TH_903,-2572188.1599999997
TH,904,kewaleer,2024-07-01,3029835.849999999,0.0,TH_904,-3029835.849999999
TH,901,PattananS,2024-07-01,2792123.8699999996,0.0,TH_901,-2792123.8699999996
TH,931,jutamaneew,2024-07-01,2205782.2699999996,0.0,TH_931,-2205782.2699999996
TH,922,kitsanapongk,2024-07-01,2112507.61,0.0,TH_922,-2112507.61
TH,928,JirapornKh,2024-07-01,1944370.81,0.0,TH_928,-1944370.81
TH,925,unlapada,2024-07-01,2647080.6,0.0,TH_925,-2647080.6
TH,927,panaikornk,2024-07-01,2292533.08,0.0,TH_927,-2292533.08
TH,394,chutharmadp,2024-07-01,5270696.63,0.0,TH_394,-5270696.63
TH,297,ChuleekornC,2024-07-01,3559933.74,0.0,TH_297,-3559933.74
TH,296,ChananwatW,2024-07-01,3777268.4899999998,0.0,TH_296,-3777268.4899999998
TH,390,manasananp;thda-test34,2024-07-01,5652530.0,0.0,TH_390,-5652530.0
TH,054,DarinP,2024-07-01,6384685.669999999,0.0,TH_054,-6384685.669999999
TH,507,rungsirin,2024-07-01,1440184.5099999972,0.0,TH_507,-1440184.5099999972
TH,056,thonnarinh,2024-07-01,2497419.849999997,0.0,TH_056,-2497419.849999997
TH,518,phanomn,2024-07-01,1032293.0699999997,0.0,TH_518,-1032293.0699999997
TH,058,KittikunP,2024-07-01,3696218.3199999994,0.0,TH_058,-3696218.3199999994
TH,517,kiratis,2024-07-01,4115203.8000000003,0.0,TH_517,-4115203.8000000003
TH,051,LawanK,2024-07-01,4688621.6400000015,0.0,TH_051,-4688621.6400000015
TH,501,arreeporns;thanasitr,2024-07-01,13795073.570000008,0.0,TH_501,-13795073.570000008
TH,505,ThamonnatS,2024-07-01,6680256.900000001,0.0,TH_505,-6680256.900000001
TH,515,hathaikanv,2024-07-01,3490579.89,0.0,TH_515,-3490579.89
TH,504,natareeyas,2024-07-01,4458391.69,0.0,TH_504,-4458391.69
TH,513,RuethairatI,2024-07-01,14066308.049999999,0.0,TH_513,-14066308.049999999
TH,500,sarisak,2024-07-01,4313125.879999999,0.0,TH_500,-4313125.879999999
TH,731,KhairachS,2024-07-01,5229921.47,0.0,TH_731,-5229921.47
TH,053,pimpikas;siwapornm,2024-07-01,1252977.46,0.0,TH_053,-1252977.46
TH,059,suwatphani,2024-07-01,2580580.9299999997,0.0,TH_059,-2580580.9299999997
TH,512,WasiponW,2024-07-01,3876148.4999999995,0.0,TH_512,-3876148.4999999995
TH,516,PatcharaponN,2024-07-01,5401981.510000001,0.0,TH_516,-5401981.510000001
TH,514,Akhinank,2024-07-01,20998396.62,0.0,TH_514,-20998396.62
TH,052,somrudees,2024-07-01,3922527.6899999995,0.0,TH_052,-3922527.6899999995
TH,736,RinsaiP,2024-07-01,6530431.930000001,0.0,TH_736,-6530431.930000001
TH,772,choedsakp;paitoonf,2024-07-01,1057242.5899999999,0.0,TH_772,-1057242.5899999999
TH,737,SulaleewanS,2024-07-01,2563490.59,0.0,TH_737,-2563490.59
TH,735,patpiyawatp,2024-07-01,2967131.02,0.0,TH_735,-2967131.02
TH,733,WirojW;nisacholc,2024-07-01,2928877.69,0.0,TH_733,-2928877.69
TH,764,kulthidai;thitimao,2024-07-01,2352910.5499999993,0.0,TH_764,-2352910.5499999993
TH,763,patsudara;thanutporns,2024-07-01,1580625.8699999999,0.0,TH_763,-1580625.8699999999
TH,769,KamonchanokS,2024-07-01,1990825.8099999998,0.0,TH_769,-1990825.8099999998
TH,738,kittiphong;pichamonra,2024-07-01,4028243.7,0.0,TH_738,-4028243.7
TH,734,kodchanipav,2024-07-01,2076570.2,0.0,TH_734,-2076570.2
TH,765,thidarint,2024-07-01,1147325.7199999997,0.0,TH_765,-1147325.7199999997
TH,773,RattikaN,2024-07-01,1071118.52,0.0,TH_773,-1071118.52
TH,771,chonlachaib,2024-07-01,1080083.26,0.0,TH_771,-1080083.26
TH,768,kittipongs;sirimonj,2024-07-01,669423.4200000002,0.0,TH_768,-669423.4200000002
TH,770,Tippawann;sasanonn,2024-07-01,440008.16000000003,0.0,TH_770,-440008.16000000003
TH,766,jiranthaninc,2024-07-01,225190.68,0.0,TH_766,-225190.68
TH,856,MontiraV,2024-07-01,3247291.390000001,0.0,TH_856,-3247291.390000001
TH,884,priyapats,2024-07-01,3954263.800000002,0.0,TH_884,-3954263.800000002
TH,862,TanatphatY,2024-07-01,3692776.419999989,0.0,TH_862,-3692776.419999989
TH,893,pornsirisir,2024-07-01,2747659.6599999988,0.0,TH_893,-2747659.6599999988
TH,852,ChutinanT,2024-07-01,3915315.4500000007,0.0,TH_852,-3915315.4500000007
TH,882,NipatV,2024-07-01,1407944.3299999982,0.0,TH_882,-1407944.3299999982
TH,861,MontriA;kullawanm,2024-07-01,2976708.289999996,0.0,TH_861,-2976708.289999996
TH,894,TawirojK;apichatt,2024-07-01,648930.6000000002,0.0,TH_894,-648930.6000000002
TH,883,PlutsukolS,2024-07-01,3837861.040000002,0.0,TH_883,-3837861.040000002
TH,891,Vathitb,2024-07-01,1322113.9499999995,0.0,TH_891,-1322113.9499999995
TH,895,SiriyaY,2024-07-01,1335266.0999999999,0.0,TH_895,-1335266.0999999999
TH,886,thatkarans,2024-07-01,2199057.4199999985,0.0,TH_886,-2199057.4199999985
TH,854,VenusJ,2024-07-01,2854101.2200000025,0.0,TH_854,-2854101.2200000025
TH,892,Minmuntaj;parittaporns,2024-07-01,1715891.6399999987,0.0,TH_892,-1715891.6399999987
TH,853,PathompongK,2024-07-01,2184791.9399999985,0.0,TH_853,-2184791.9399999985
TH,851,NoppawanN;saksits,2024-07-01,1763627.5999999985,0.0,TH_851,-1763627.5999999985
TH,896,KwanhataiP,2024-07-01,1522150.3899999983,0.0,TH_896,-1522150.3899999983
TH,885,PiyawatP,2024-07-01,1894043.6899999962,0.0,TH_885,-1894043.6899999962
TH,881,ChakkritC,2024-07-01,2163113.789999996,0.0,TH_881,-2163113.789999996
TH,887,Kawinthipr,2024-07-01,1543922.8399999978,0.0,TH_887,-1543922.8399999978
TH,855,JindaratV,2024-07-01,4362378.910000005,0.0,TH_855,-4362378.910000005
TH,654,KantimaC,2024-07-01,3788769.5900000003,0.0,TH_654,-3788769.5900000003
TH,976,mantanas,2024-07-01,1459556.68,0.0,TH_976,-1459556.68
TH,929,natthikarns,2024-07-01,2698613.6199999996,0.0,TH_929,-2698613.6199999996
TH,511,AomrithaiC,2024-07-01,283822.0299999999,0.0,TH_511,-283822.0299999999
TH,510,panitnartk,2024-07-01,2486425.0999999996,0.0,TH_510,-2486425.0999999996
TH,871,waruneen,2024-07-01,1837487.7100000007,0.0,TH_871,-1837487.7100000007
TH,503,kasamonp,2024-07-01,672860.58,0.0,TH_503,-672860.58
TH,VH0,konjanate,2024-07-01,400.0,0.0,TH_VH0,-400.0
TH,VHE,nattakonn,2024-07-01,932850.0,1948800.0,TH_VHE,1015950.0
TH,VHF,sirawitr,2024-07-01,455210.0,2253400.0,TH_VHF,1798190.0
TH,EEC,nutthawutk,2024-07-01,1828000.0,2068949.0,TH_EEC,240949.0
TH,VHB,pongsirij,2024-07-01,1309309.99,1277000.0,TH_VHB,-32309.98999999999
TH,PO4,NattanichaK;PinitS,2024-07-01,2026912.0,2327800.0,TH_PO4,300888.0
TH,EB1,panompitc,2024-07-01,5420099.0,4396453.0,TH_EB1,-1023646.0
TH,EF7,prachumk,2024-07-01,4022296.0,4409098.0,TH_EF7,386802.0
TH,VHD,nichapimp,2024-07-01,1240910.0,3696000.0,TH_VHD,2455090.0
TH,EEF,tunchanokp,2024-07-01,1271104.0,2753849.0,TH_EEF,1482745.0
TH,VH7,sutasineew,2024-07-01,1191070.0,3615500.0,TH_VH7,2424430.0
TH,VH3,BussayaW,2024-07-01,905650.0,1907000.0,TH_VH3,1001350.0
TH,EC5,SetthawatA,2024-07-01,2802427.0,3202704.0,TH_EC5,400277.0
TH,VHA,siriluckc,2024-07-01,1210863.9,2174000.0,TH_VHA,963136.1000000001
TH,VHC,PiyaphatP,2024-07-01,410715.0,1839500.0,TH_VHC,1428785.0
TH,EEK,panisarao,2024-07-01,144288.0,1696052.0,TH_EEK,1551764.0
TH,VAD,PhatsaratC,2024-07-01,1807358.0,1960000.0,TH_VAD,152642.0
TH,VAP,chidhathais,2024-07-01,1914788.0,1999000.0,TH_VAP,84212.0
TH,VH4,,2024-07-01,1491415.8,2466000.0,TH_VH4,974584.2
TH,EC3,ThakornJ;supanann,2024-07-01,3146168.0,3389853.0,TH_EC3,243685.0
TH,VH8,ratchadas;thamonwans,2024-07-01,1117905.0,1974150.0,TH_VH8,856245.0
TH,EB7,wannarekhab,2024-07-01,2733958.0,2430347.0,TH_EB7,-303611.0
TH,VAE,WimonpornA;laliphass,2024-07-01,1851282.0,1895000.0,TH_VAE,43718.0
TH,ED5,supunneeh,2024-07-01,1174450.0,1048581.0,TH_ED5,-125869.0
TH,EB6,prannapan,2024-07-01,2016586.0,2053388.0,TH_EB6,36802.0
TH,EC8,thannapath,2024-07-01,2104126.0,3950595.0,TH_EC8,1846469.0
TH,PO7,NattanichaK;SirakanP,2024-07-01,2084046.0,2372000.0,TH_PO7,287954.0
TH,EC6,kanokwant,2024-07-01,3645158.0,4308684.0,TH_EC6,663526.0
TH,EO4,kittanatev,2024-07-01,4106068.0,3696000.0,TH_EO4,-410068.0
TH,EO2,NidsanardP,2024-07-01,5172921.0,4841000.0,TH_EO2,-331921.0
TH,EO9,,2024-07-01,4881325.1,5267340.0,TH_EO9,386014.9000000004
TH,EB3,natenapaa,2024-07-01,3745448.0,3886843.0,TH_EB3,141395.0
TH,PC3,NattanichaK;tippongw,2024-07-01,2561403.8,1881000.0,TH_PC3,-680403.7999999998
TH,VAL,wirist,2024-07-01,1343486.0,1320000.0,TH_VAL,-23486.0
TH,VAA,jirayup,2024-07-01,1433354.0,1699000.0,TH_VAA,265646.0
TH,VAN,ChanidawanS,2024-07-01,2108161.96,1684000.0,TH_VAN,-424161.95999999996
TH,VAB,MinnichaR;WimonpornA,2024-07-01,1249002.0,2406000.0,TH_VAB,1156998.0
TH,VAM,NipapornNe;WimonpornA,2024-07-01,1543952.0,1974000.0,TH_VAM,430048.0
TH,EEB,JareeratTa,2024-07-01,2490539.0,2683710.0,TH_EEB,193171.0
TH,EJH,walaipornl,2024-07-01,695198.0,2395989.0,TH_EJH,1700791.0
TH,EA2,thitikornj,2024-07-01,3020036.0,2524500.0,TH_EA2,-495536.0
TH,EGF,jaruwannees,2024-07-01,1064478.6400000001,1702771.0,TH_EGF,638292.3599999999
TH,ED2,atcharal,2024-07-01,859210.0,1300744.0,TH_ED2,441534.0
TH,ED6,nuttrak,2024-07-01,4722560.0,3704276.0,TH_ED6,-1018284.0
TH,EJJ,pornpailins,2024-07-01,1718898.5884,1440445.0,TH_EJJ,-278453.5884
TH,ED9,wanwisam,2024-07-01,877415.0,1156268.0,TH_ED9,278853.0
TH,EA1,bowonratp,2024-07-01,1488057.0,2623500.0,TH_EA1,1135443.0
TH,ED8,sarinuchj,2024-07-01,1866560.0,2392047.0,TH_ED8,525487.0
TH,EA6,dechaw,2024-07-01,329840.0,911460.0,TH_EA6,581620.0
TH,ED4,jarunees,2024-07-01,3155750.0,2483015.0,TH_ED4,-672735.0
TH,EA5,natthikarnp,2024-07-01,2176675.0,2722500.0,TH_EA5,545825.0
TH,EF9,nattakitr,2024-07-01,3806000.0,2858137.0,TH_EF9,-947863.0
TH,EGA,watchirapornm,2024-07-01,1438199.0,1366082.0,TH_EGA,-72117.0
