Country,Product_Group_Use,SalesRep_Code,yearmonth,MTD Sales,UserKey_4Map
TH,CYMBAL,EC1,2024-07-01,149700.0,TH_EC1
TH,HUMULI,EJB,2024-07-01,38695.0,TH_EJB
TH,FORTEO,EC3,2024-07-01,2681250.0,TH_EC3
TH,HUMALO,EO9,2024-07-01,155060.0,TH_EO9
TH,ALIMTA,EA7,2024-07-01,2343200.0,TH_EA7
TH,HUMULI,EO2,2024-07-01,94043.0,TH_EO2
TH,JANUXR,EO4,2024-07-01,238080.0,TH_EO4
TH,JANUXR,EO5,2024-07-01,62496.0,TH_EO5
TH,JANUXR,EGK,2024-07-01,184184.0,TH_EGK
TH,JANUXR,EF4,2024-07-01,1406496.0,TH_EF4
TH,JANUXR,EF9,2024-07-01,49144.0,TH_EF9
TH,JANUXR,EES,2024-07-01,109921.0,TH_EES
TH,JANUXR,EE1,2024-07-01,168874.3,TH_EE1
TH,JANUXR,EEM,2024-07-01,619161.9419999999,TH_EEM
TH,XELEVI,EF5,2024-07-01,432000.0,TH_EF5
TH,EXFORG,061,2024-07-01,338842.30999999994,TH_061
TH,OTHER,996,2024-07-01,3105.0,TH_996
TH,EDARBI,072,2024-07-01,153901.0,TH_072
TH,REGELL,062,2024-07-01,113018.18000000001,TH_062
TH,VERRUM,VH6,2024-07-01,11850.0,TH_VH6
TH,PENNE5,949,2024-07-01,14400.0,TH_949
TH,SAMBUC,831,2024-07-01,171648.07,TH_831
TH,BOSIST,971,2024-07-01,165421.92999999993,TH_971
TH,MEVALO,063,2024-07-01,128724.0,TH_063
TH,REGELL,070,2024-07-01,238830.06,TH_070
TH,MADIPL,070,2024-07-01,157086.0,TH_070
TH,LIORES,071,2024-07-01,2275.26,TH_071
TH,MEDIS,256,2024-07-01,18168.24,TH_256
TH,LIXIAN,070,2024-07-01,618016.0,TH_070
TH,NOVOPE,955,2024-07-01,24000.0,TH_955
TH,MIACAL,258,2024-07-01,5414.1,TH_258
TH,BERIRA,VHC,2024-07-01,25600.0,TH_VHC
TH,DALACC,948,2024-07-01,7200.0,TH_948
TH,FERINJ,VHC,2024-07-01,285000.0,TH_VHC
TH,REGELL,256,2024-07-01,14254.53,TH_256
TH,LIXIAN,065,2024-07-01,52332.0,TH_065
TH,JAPROL,257,2024-07-01,22883.8,TH_257
TH,NOVORA,996,2024-07-01,74300.0,TH_996
TH,DIOVAN,066,2024-07-01,123084.06999999999,TH_066
TH,LIXIAN,069,2024-07-01,127092.0,TH_069
TH,JAPROL,066,2024-07-01,70500.0,TH_066
TH,BLOPRE,175,2024-07-01,332220.0,TH_175
TH,DIOVAN,070,2024-07-01,404270.64,TH_070
TH,NOVOFI,956,2024-07-01,8330.0,TH_956
TH,DIOVAN,061,2024-07-01,447839.25,TH_061
TH,CODIOV,062,2024-07-01,269324.5,TH_062
TH,CRAVIT,257,2024-07-01,191788.06,TH_257
TH,FRESUW,942,2024-07-01,326400.0,TH_942
TH,PENNE5,976,2024-07-01,5280.0,TH_976
TH,MAGESF,070,2024-07-01,305808.9,TH_070
TH,SALOFA,653,2024-07-01,29181.800000000003,TH_653
TH,VENOFE,VH7,2024-07-01,131400.0,TH_VH7
TH,BLOPRP,258,2024-07-01,33918.5,TH_258
TH,VICTOZ,994,2024-07-01,95000.0,TH_994
TH,ALBUMI,VHC,2024-07-01,18000.0,TH_VHC
TH,NOVONO,982,2024-07-01,22500.0,TH_982
TH,MIACAL,VAD,2024-07-01,24250.0,TH_VAD
TH,MEVALO,061,2024-07-01,93432.0,TH_061
TH,HARNAL,069,2024-07-01,223200.0,TH_069
TH,SEVORA,PO4,2024-07-01,1271552.0,TH_PO4
TH,REMSIM,061,2024-07-01,1020000.0,TH_061
TH,GALVUS,651,2024-07-01,201120.0,TH_651
TH,RYZODE,954,2024-07-01,284000.0,TH_954
TH,CIALIS,EE3,2024-07-01,251040.0,TH_EE3
TH,BERIRA,VHE,2024-07-01,205900.0,TH_VHE
TH,VENOFE,VH4,2024-07-01,900000.0,TH_VH4
TH,UTROGE,072,2024-07-01,281490.0,TH_072
TH,FEBURI,070,2024-07-01,613800.0,TH_070
TH,URGOTU,EC5,2024-07-01,161827.0,TH_EC5
TH,CYGEST,VH8,2024-07-01,656360.0,TH_VH8
TH,OTHER,994,2024-07-01,23437.4,TH_994
TH,VERRUM,955,2024-07-01,49096.14,TH_955
TH,NOVOPE,984,2024-07-01,3600.0,TH_984
TH,HARNAL,175,2024-07-01,504000.0,TH_175
TH,EXFORG,071,2024-07-01,141348.0,TH_071
TH,PRIVIG,PO2,2024-07-01,184800.0,TH_PO2
TH,EDARBY,063,2024-07-01,40327.0,TH_063
TH,SALINE,390,2024-07-01,278820.0,TH_390
TH,ENTRES,065,2024-07-01,85800.0,TH_065
TH,REGELL,063,2024-07-01,62788.78,TH_063
TH,MIXPEN,994,2024-07-01,32088.0,TH_994
TH,SEVORA,PO2,2024-07-01,1923663.0,TH_PO2
TH,TRANSA,175,2024-07-01,228000.0,TH_175
TH,ACETAR,290,2024-07-01,73248.0,TH_290
TH,TRANSA,079,2024-07-01,642300.0,TH_079
TH,CIALIS,EEP,2024-07-01,320700.0,TH_EEP
TH,SYRING,943,2024-07-01,1270.0,TH_943
TH,SALINE,295,2024-07-01,104520.0,TH_295
TH,REGELL,061,2024-07-01,71573.70000000001,TH_061
TH,FEBURI,061,2024-07-01,281600.0,TH_061
TH,ANDRO,257,2024-07-01,114000.0,TH_257
TH,SUPPOR,941,2024-07-01,5670.0,TH_941
TH,CAFERG,668,2024-07-01,75592.78,TH_668
TH,MIXTAR,958,2024-07-01,13230.0,TH_958
TH,NOVONO,994,2024-07-01,13500.0,TH_994
TH,CODIOV,079,2024-07-01,198964.97,TH_079
TH,EXFORG,079,2024-07-01,344758.33,TH_079
TH,VERRUM,951,2024-07-01,20411.3,TH_951
TH,PROSTA,640,2024-07-01,57500.45999999999,TH_640
TH,CRANBE,975,2024-07-01,6784.19,TH_975
TH,BERIRA,VH3,2024-07-01,151520.0,TH_VH3
TH,NOVOMI,955,2024-07-01,46900.0,TH_955
TH,TEBONI,668,2024-07-01,108750.28,TH_668
TH,LAMISI,069,2024-07-01,8685.720000000001,TH_069
TH,TEGRET,068,2024-07-01,25325.42,TH_068
TH,SALOFA,642,2024-07-01,154961.68,TH_642
TH,VERRUM,VHE,2024-07-01,3980.0,TH_VHE
TH,ACEROL,942,2024-07-01,5416.8,TH_942
TH,FEBURI,065,2024-07-01,224400.0,TH_065
TH,LIXIAN,079,2024-07-01,371308.0,TH_079
TH,CAFERG,674,2024-07-01,94464.23999999999,TH_674
TH,VERRUM,VH3,2024-07-01,11580.0,TH_VH3
TH,VITALO,975,2024-07-01,1598.15,TH_975
TH,TRESIB,959,2024-07-01,36000.0,TH_959
TH,VICTOZ,959,2024-07-01,50000.0,TH_959
TH,LAMISI,062,2024-07-01,29917.479999999996,TH_062
TH,LACTAT,393,2024-07-01,5238.0,TH_393
TH,EXELON,066,2024-07-01,35370.0,TH_066
TH,AFSTYL,PO4,2024-07-01,416000.0,TH_PO4
TH,PROBIO,940,2024-07-01,238224.44000000006,TH_940
TH,CRAVIT,258,2024-07-01,290443.5,TH_258
TH,CIALIS,EO9,2024-07-01,105000.0,TH_EO9
TH,HARNAL,062,2024-07-01,990000.0,TH_062
TH,NACLON,831,2024-07-01,1409930.71,TH_831
TH,AVAMIG,832,2024-07-01,67935.58999999998,TH_832
TH,AVAMIG,831,2024-07-01,39182.58,TH_831
TH,NEBILE,664,2024-07-01,142925.68,TH_664
TH,SYSTRA,833,2024-07-01,103004.09999999993,TH_833
TH,SYSTRA,648,2024-07-01,75602.63999999998,TH_648
TH,AVAMIG,667,2024-07-01,48930.0,TH_667
TH,AVAMIG,674,2024-07-01,53340.0,TH_674
TH,FASTUM,671,2024-07-01,12880.740000000002,TH_671
TH,AVAMIG,672,2024-07-01,72828.0,TH_672
TH,AVAMIG,664,2024-07-01,41431.44,TH_664
TH,BILAXT,833,2024-07-01,494778.8,TH_833
TH,NEBILE,665,2024-07-01,306935.2,TH_665
TH,NEBILE,669,2024-07-01,28941.4,TH_669
TH,BILAXT,662,2024-07-01,309092.0,TH_662
TH,KAMILL,663,2024-07-01,897093.6800000002,TH_663
TH,ARISTO,949,2024-07-01,239400.0,TH_949
TH,ZITHRO,974,2024-07-01,134672.95,TH_974
TH,NORMET,944,2024-07-01,21385.0,TH_944
TH,ZITHRO,975,2024-07-01,594490.0,TH_975
TH,SALAZO,946,2024-07-01,103200.0,TH_946
TH,MINIDI,974,2024-07-01,64736.0,TH_974
TH,ALDACT,973,2024-07-01,18650.0,TH_973
TH,TMPLYO,974,2024-07-01,748935.0,TH_974
TH,ZITHRO,941,2024-07-01,442705.92,TH_941
TH,SALAZO,971,2024-07-01,6450.0,TH_971
TH,TMPLYO,972,2024-07-01,343300.0,TH_972
TH,ARISTO,944,2024-07-01,10120.0,TH_944
TH,MINIDI,949,2024-07-01,215594.4,TH_949
TH,SALAZO,943,2024-07-01,63210.0,TH_943
TH,OLMETE,975,2024-07-01,77767.72,TH_975
TH,OLMETE,977,2024-07-01,14895.0,TH_977
TH,TMPLYO,945,2024-07-01,352020.0,TH_945
TH,VENTOL,912,2024-07-01,1632306.0,TH_912
TH,REQUIP,902,2024-07-01,7560.0,TH_902
TH,SERETI,916,2024-07-01,388435.26999999996,TH_916
TH,KEPPRA,905,2024-07-01,480069.6,TH_905
TH,ZYRTEC,923,2024-07-01,514803.00000000006,TH_923
TH,BETNON,921,2024-07-01,5525.8,TH_921
TH,VALTRE,904,2024-07-01,69659.88,TH_904
TH,ZENTEL,925,2024-07-01,10464.0,TH_925
TH,AUGMEN,926,2024-07-01,311358.3,TH_926
TH,ZYRTEC,905,2024-07-01,528373.6,TH_905
TH,XYZAL,924,2024-07-01,27500.0,TH_924
TH,AVODAR,912,2024-07-01,399900.0,TH_912
TH,LAMICT,903,2024-07-01,37290.0,TH_903
TH,DERMOV,904,2024-07-01,7676.0,TH_904
TH,AVAMYS,902,2024-07-01,145451.96,TH_902
TH,VALTRE,931,2024-07-01,186699.9,TH_931
TH,AVAMYS,932,2024-07-01,115265.94999999998,TH_932
TH,AVODAR,921,2024-07-01,81770.0,TH_921
TH,DUODAR,928,2024-07-01,14550.0,TH_928
TH,SEROXA,921,2024-07-01,21700.0,TH_921
TH,AVAMYS,925,2024-07-01,104118.84000000003,TH_925
TH,ZOVIRA,931,2024-07-01,744.0,TH_931
TH,IMIGRA,931,2024-07-01,8532.0,TH_931
TH,SEROXA,902,2024-07-01,141050.0,TH_902
TH,SERETI,912,2024-07-01,437935.2199999999,TH_912
TH,VENTOL,902,2024-07-01,283511.4199999999,TH_902
TH,KEPPRA,911,2024-07-01,1469808.7,TH_911
TH,AUGMEN,904,2024-07-01,192193.19999999998,TH_904
TH,ZENTEL,902,2024-07-01,13152.0,TH_902
TH,XYZAL,929,2024-07-01,62727.2,TH_929
TH,XYZAL,903,2024-07-01,432727.2,TH_903
TH,AMOXIL,926,2024-07-01,36400.0,TH_926
TH,ZENTEL,932,2024-07-01,7272.0,TH_932
TH,IMIGRA,903,2024-07-01,12324.0,TH_903
TH,DERMOV,923,2024-07-01,47908.0,TH_923
TH,AMOXIL,904,2024-07-01,3900.0,TH_904
TH,XYZAL,930,2024-07-01,104750.0,TH_930
TH,AMINOL,293,2024-07-01,118459.0,TH_293
TH,AMINOL,392,2024-07-01,486000.0,TH_392
TH,ONCERE,297,2024-07-01,554294.56,TH_297
TH,SAMSCA,390,2024-07-01,96000.0,TH_390
TH,ONCEPR,392,2024-07-01,420991.06,TH_392
TH,MEPTIN,391,2024-07-01,28200.0,TH_391
TH,MUCOST,291,2024-07-01,224953.43,TH_291
TH,BLENDE,298,2024-07-01,1704300.0,TH_298
TH,PLETAA,390,2024-07-01,1068000.0,TH_390
TH,ABILIF,393,2024-07-01,67050.0,TH_393
TH,ONCEDI,290,2024-07-01,55440.0,TH_290
TH,MEPTIN,296,2024-07-01,44166.17999999999,TH_296
TH,ONCEPR,290,2024-07-01,69320.0,TH_290
TH,NEOMUN,394,2024-07-01,768665.0,TH_394
TH,ONCEDM,297,2024-07-01,20925.0,TH_297
TH,MUCOST,296,2024-07-01,34984.66,TH_296
TH,AMINOL,291,2024-07-01,226800.0,TH_291
TH,PROSUR,518,2024-07-01,76499.02999999998,TH_518
TH,GLUCER,512,2024-07-01,88480.16,TH_512
TH,NEPRO,517,2024-07-01,27462.879999999997,TH_517
TH,NEPRO,052,2024-07-01,-6171.029999999997,TH_052
TH,NEPRO,518,2024-07-01,30031.079999999998,TH_518
TH,ENSURE,051,2024-07-01,3949156.709999999,TH_051
TH,NEPRO,501,2024-07-01,442622.0600000001,TH_501
TH,NEPRO,056,2024-07-01,193288.90999999995,TH_056
TH,PROSUR,513,2024-07-01,-63181.67,TH_513
TH,TRAJEN,959,2024-07-01,178020.0,TH_959
TH,BERODF,959,2024-07-01,63315.0,TH_959
TH,JARDIA,982,2024-07-01,15000.0,TH_982
TH,BERODF,957,2024-07-01,19296.0,TH_957
TH,SIFROL,984,2024-07-01,7740.0,TH_984
TH,PRADAX,990,2024-07-01,582750.0,TH_990
TH,TWYNST,956,2024-07-01,29800.0,TH_956
TH,TWYNST,990,2024-07-01,115800.0,TH_990
TH,MICARD,950,2024-07-01,168999.96,TH_950
TH,BERODU,956,2024-07-01,392879.0,TH_956
TH,SIFROL,996,2024-07-01,41160.0,TH_996
TH,PRADAX,953,2024-07-01,141750.0,TH_953
TH,SPIRIV,956,2024-07-01,53900.0,TH_956
TH,BERODU,954,2024-07-01,123762.0,TH_954
TH,TWYNST,991,2024-07-01,5000.0,TH_991
TH,PRADAX,982,2024-07-01,176400.0,TH_982
TH,MICARD,951,2024-07-01,32800.0,TH_951
TH,BERODF,953,2024-07-01,66933.0,TH_953
TH,BERODU,953,2024-07-01,226100.0,TH_953
TH,GLYX01,953,2024-07-01,102900.0,TH_953
TH,PRADAX,956,2024-07-01,124425.0,TH_956
TH,BERODF,951,2024-07-01,265923.0,TH_951
TH,GLYX02,954,2024-07-01,229500.0,TH_954
TH,SPIRIV,950,2024-07-01,43890.0,TH_950
TH,SPIRIV,951,2024-07-01,42500.0,TH_951
TH,MOBIC,958,2024-07-01,116928.0,TH_958
TH,BIOGAI,738,2024-07-01,47095.84,TH_738
TH,FEMOST,733,2024-07-01,20574.589999999997,TH_733
TH,SERC,765,2024-07-01,138034.6,TH_765
TH,SERC,769,2024-07-01,218660.0,TH_769
TH,SERC,770,2024-07-01,13315.0,TH_770
TH,LIPANT,764,2024-07-01,-429.17,TH_764
TH,GANATO,773,2024-07-01,27835.399999999998,TH_773
TH,DUPHAL,738,2024-07-01,487823.37999999995,TH_738
TH,ISOPTI,769,2024-07-01,112350.0,TH_769
TH,DUPHAL,766,2024-07-01,26608.0,TH_766
TH,SERC,734,2024-07-01,521580.0,TH_734
TH,EVRA,738,2024-07-01,236680.0,TH_738
TH,EVRA,733,2024-07-01,104424.0,TH_733
TH,GANATO,765,2024-07-01,9514.0,TH_765
TH,ISOPTI,735,2024-07-01,751.8600000000006,TH_735
TH,COLOFA,735,2024-07-01,117802.6,TH_735
TH,BELARA,769,2024-07-01,-3167.2599999999984,TH_769
TH,ZANIDI,736,2024-07-01,858638.0,TH_736
TH,BIOGAI,763,2024-07-01,60707.48,TH_763
TH,HIDRAS,737,2024-07-01,74175.0,TH_737
TH,ZANIDI,764,2024-07-01,378905.0,TH_764
TH,HIDRAS,736,2024-07-01,191175.0,TH_736
TH,VOLTAR,894,2024-07-01,30664.79,TH_894
TH,CALTRA,851,2024-07-01,349100.12,TH_851
TH,VOLTAR,891,2024-07-01,37768.22999999999,TH_891
TH,CALTRA,854,2024-07-01,541468.5700000002,TH_854
TH,SENSOD,894,2024-07-01,29543.29,TH_894
TH,STRESS,894,2024-07-01,3119.39,TH_894
TH,VOLTAR,852,2024-07-01,74697.46,TH_852
TH,PANADO,871,2024-07-01,29126.8,TH_871
TH,VOLTAR,893,2024-07-01,115579.62999999999,TH_893
TH,SCOTTS,894,2024-07-01,-5719.68,TH_894
TH,FENIST,881,2024-07-01,36447.84,TH_881
TH,Z-BEC,855,2024-07-01,358699.34,TH_855
TH,STRESS,853,2024-07-01,39646.79,TH_853
TH,Z-BEC,871,2024-07-01,151061.41,TH_871
TH,Z-BEC,883,2024-07-01,42637.38,TH_883
TH,CALTRA,893,2024-07-01,481906.83999999997,TH_893
TH,SENSOD,884,2024-07-01,20801.469999999998,TH_884
TH,SENSOD,885,2024-07-01,25654.679999999997,TH_885
TH,OTRIVI,885,2024-07-01,59563.349999999984,TH_885
TH,Z-BEC,851,2024-07-01,63866.51,TH_851
TH,SCOTTS,882,2024-07-01,7070.159999999999,TH_882
TH,CALTRA,896,2024-07-01,297290.23,TH_896
TH,OTRIVI,884,2024-07-01,64462.55000000002,TH_884
TH,STRES,862,2024-07-01,32464.1,TH_862
TH,SCOTTS,851,2024-07-01,14219.759999999998,TH_851
TH,ELOMET,832,2024-07-01,125683.07000000002,TH_832
TH,ELOMET,654,2024-07-01,163638.03,TH_654
TH,ELOMET,831,2024-07-01,439118.25,TH_831
TH,ELOMET,650,2024-07-01,250023.58000000005,TH_650
TH,PROSCA,649,2024-07-01,22334.64,TH_649
TH,PERSKI,VAE,2024-07-01,1444932.0,TH_VAE
TH,TRULIC,EES,2024-07-01,633940.0,TH_EES
TH,PONTEV,EDC,2024-07-01,176700.0,TH_EDC
TH,TRULIC,EE4,2024-07-01,107025.0,TH_EE4
TH,PONTEV,ED7,2024-07-01,73500.0,TH_ED7
TH,HUMULI,EGK,2024-07-01,105600.0,TH_EGK
TH,HUMULI,EHJ,2024-07-01,26263.0,TH_EHJ
TH,HUMULI,EJI,2024-07-01,27100.35,TH_EJI
TH,HUMALO,EGF,2024-07-01,50300.0,TH_EGF
TH,YULARE,EA5,2024-07-01,517875.0,TH_EA5
TH,HUMULI,EGI,2024-07-01,25930.0,TH_EGI
TH,YULARE,EA4,2024-07-01,1073625.0,TH_EA4
TH,PROZAC,EO1,2024-07-01,45150.0,TH_EO1
TH,HUMULI,EHA,2024-07-01,18219.3,TH_EHA
TH,TRULIC,EK1,2024-07-01,6000.0,TH_EK1
TH,ALIMTA,EA3,2024-07-01,574500.0,TH_EA3
TH,FORTEO,EC8,2024-07-01,1789500.0,TH_EC8
TH,ALIMTA,EA8,2024-07-01,925380.0,TH_EA8
TH,FORTEO,EB2,2024-07-01,3147150.0,TH_EB2
TH,CYMBAL,EC4,2024-07-01,370496.0,TH_EC4
TH,HUMULI,EJC,2024-07-01,31060.0,TH_EJC
TH,BASAGL,EHC,2024-07-01,4632.87,TH_EHC
TH,HUMALO,EHE,2024-07-01,55701.0,TH_EHE
TH,OLUMIA,ED4,2024-07-01,1239750.0,TH_ED4
TH,HUMULI,EO9,2024-07-01,114710.0,TH_EO9
TH,FORTEO,EC5,2024-07-01,2536100.0,TH_EC5
TH,CYRAMZ,EA5,2024-07-01,514000.0,TH_EA5
TH,PONTEV,EDB,2024-07-01,50700.0,TH_EDB
TH,TRULIC,EE7,2024-07-01,2100000.0,TH_EE7
TH,HUMAPE,EO3,2024-07-01,22800.0,TH_EO3
TH,TALTZ,ED2,2024-07-01,328000.0,TH_ED2
TH,JANUXR,EE4,2024-07-01,580521.942,TH_EE4
TH,JANUXR,EO9,2024-07-01,114576.0,TH_EO9
TH,JANUXR,EEA,2024-07-01,790521.9419999999,TH_EEA
TH,JANUXR,EHC,2024-07-01,580521.9419999999,TH_EHC
TH,JANUXR,EGD,2024-07-01,46368.0,TH_EGD
TH,XELEVI,EJE,2024-07-01,576000.0,TH_EJE
TH,JANUXR,EO2,2024-07-01,249984.0,TH_EO2
TH,JANUXR,EF7,2024-07-01,340824.0,TH_EF7
TH,XELEVI,EEK,2024-07-01,90000.0,TH_EEK
TH,CAFERG,663,2024-07-01,40260.18,TH_663
TH,VITALO,971,2024-07-01,2557.04,TH_971
TH,MICROB,973,2024-07-01,25233.66,TH_973
TH,GENACO,958,2024-07-01,5716.5599999999995,TH_958
TH,CODIOV,256,2024-07-01,67509.41,TH_256
TH,SALOFA,641,2024-07-01,67118.14000000001,TH_641
TH,TEGRET,065,2024-07-01,37398.34,TH_065
TH,TRANSA,062,2024-07-01,77500.0,TH_062
TH,OTHER,950,2024-07-01,10625.0,TH_950
TH,URGOTU,953,2024-07-01,2673.63,TH_953
TH,INNOFL,070,2024-07-01,1045.0,TH_070
TH,SEVORA,PO6,2024-07-01,1410650.0,TH_PO6
TH,NOVOMI,950,2024-07-01,186700.0,TH_950
TH,ACTIVE,990,2024-07-01,15120.0,TH_990
TH,INSULA,996,2024-07-01,14112.0,TH_996
TH,ADVAGR,079,2024-07-01,77880.0,TH_079
TH,EXFORG,063,2024-07-01,421990.5,TH_063
TH,EFFIEN,079,2024-07-01,168000.0,TH_079
TH,ACETAR,394,2024-07-01,31374.0,TH_394
TH,SAMBUC,667,2024-07-01,51546.22999999999,TH_667
TH,SELSUN,954,2024-07-01,171891.5,TH_954
TH,CRAVIT,256,2024-07-01,177466.5,TH_256
TH,OTHER,984,2024-07-01,25107.0,TH_984
TH,TETAGA,VHF,2024-07-01,33030.0,TH_VHF
TH,OESTRO,175,2024-07-01,98400.0,TH_175
TH,PHYTOS,944,2024-07-01,1962.6,TH_944
TH,GALVUS,834,2024-07-01,1031840.0,TH_834
TH,EXFORG,175,2024-07-01,589220.0,TH_175
TH,OESTRO,256,2024-07-01,114595.0,TH_256
TH,SUPPOR,977,2024-07-01,42160.0,TH_977
TH,CODIOV,067,2024-07-01,31706.24,TH_067
TH,PENNE5,972,2024-07-01,3840.0,TH_972
TH,TRESIB,955,2024-07-01,12000.0,TH_955
TH,HARNAL,258,2024-07-01,468000.0,TH_258
TH,MIXPEN,956,2024-07-01,48705.0,TH_956
TH,HARNAL,065,2024-07-01,478800.0,TH_065
TH,EXFORG,066,2024-07-01,157805.69,TH_066
TH,VENOFE,VHD,2024-07-01,37800.0,TH_VHD
TH,INSSY8,949,2024-07-01,99660.0,TH_949
TH,MIXTAR,959,2024-07-01,11466.0,TH_959
TH,SAMBUC,670,2024-07-01,68462.14,TH_670
TH,GALVUS,641,2024-07-01,1023920.0,TH_641
TH,SEVORA,PO1,2024-07-01,574320.0,TH_PO1
TH,FEBURI,068,2024-07-01,41800.0,TH_068
TH,TRILEP,062,2024-07-01,52962.29,TH_062
TH,ACETAR,393,2024-07-01,82110.0,TH_393
TH,LAMISI,257,2024-07-01,20266.68,TH_257
TH,FRESUW,972,2024-07-01,5100.0,TH_972
TH,HARNAL,063,2024-07-01,915300.0,TH_063
TH,MEVALO,066,2024-07-01,38964.0,TH_066
TH,MEVALO,069,2024-07-01,82620.0,TH_069
TH,INSULA,954,2024-07-01,2940.0,TH_954
TH,TRESIB,996,2024-07-01,80000.0,TH_996
TH,COLLAG,977,2024-07-01,-235.53999999999996,TH_977
TH,BETMIG,175,2024-07-01,33600.0,TH_175
TH,OTHER,990,2024-07-01,303420.0,TH_990
TH,INNOTA,067,2024-07-01,6084.0,TH_067
TH,CAFERG,671,2024-07-01,56811.02,TH_671
TH,TRESIB,951,2024-07-01,64000.0,TH_951
TH,FRESUB,971,2024-07-01,162220.0,TH_971
TH,SAXEND,953,2024-07-01,280500.0,TH_953
TH,TRILEP,258,2024-07-01,25570.78,TH_258
TH,DIOVAN,067,2024-07-01,65834.9,TH_067
TH,REGELL,066,2024-07-01,14801.539999999999,TH_066
TH,NOVORA,956,2024-07-01,37600.0,TH_956
TH,LAMISI,068,2024-07-01,8685.72,TH_068
TH,LAMISI,070,2024-07-01,13511.119999999999,TH_070
TH,SELSUN,960,2024-07-01,46080.0,TH_960
TH,EXFORG,070,2024-07-01,343380.77,TH_070
TH,ESTROF,954,2024-07-01,958496.0,TH_954
TH,JAPROL,079,2024-07-01,18000.0,TH_079
TH,TETAGA,VHD,2024-07-01,78610.0,TH_VHD
TH,RYZODE,958,2024-07-01,16000.0,TH_958
TH,JAPROL,065,2024-07-01,62400.0,TH_065
TH,LECITH,947,2024-07-01,57882.72000000001,TH_947
TH,ACETAR,298,2024-07-01,55496.0,TH_298
TH,SEISHO,299,2024-07-01,11586.0,TH_299
TH,FEBURI,072,2024-07-01,446600.0,TH_072
TH,PROSCA,831,2024-07-01,89662.85,TH_831
TH,ELOMET,643,2024-07-01,83888.01999999997,TH_643
TH,FERINJ,VHB,2024-07-01,577600.0,TH_VHB
TH,KANARB,VAC,2024-07-01,1288200.0,TH_VAC
TH,KANARB,VAP,2024-07-01,268200.0,TH_VAP
TH,CIALIS,EEQ,2024-07-01,232411.0,TH_EEQ
TH,VERRUM,994,2024-07-01,53296.00000000001,TH_994
TH,VERRUM,954,2024-07-01,22266.36,TH_954
TH,ZYPREX,ED1,2024-07-01,393500.0,TH_ED1
TH,CIALIS,EO1,2024-07-01,728400.0,TH_EO1
TH,CYGEST,VH7,2024-07-01,369120.0,TH_VH7
TH,FERINJ,VHF,2024-07-01,79800.0,TH_VHF
TH,JANUXR,EE3,2024-07-01,163030.0,TH_EE3
TH,XELEVI,EEP,2024-07-01,453750.0,TH_EEP
TH,JANUXR,EK2,2024-07-01,88872.0,TH_EK2
TH,CYMBAL,EDC,2024-07-01,47250.0,TH_EDC
TH,CYMBAL,EO9,2024-07-01,470909.1,TH_EO9
TH,HUMAPE,EJB,2024-07-01,3600.0,TH_EJB
TH,ALIMTA,EA1,2024-07-01,430000.0,TH_EA1
TH,TRULIC,EO2,2024-07-01,468000.0,TH_EO2
TH,HUMALO,EJJ,2024-07-01,25118.175,TH_EJJ
TH,CYMBAL,ED5,2024-07-01,113750.0,TH_ED5
TH,TRULIC,EF5,2024-07-01,1930000.0,TH_EF5
TH,HUMULI,EHC,2024-07-01,14119.3,TH_EHC
TH,GEMZAR,EA4,2024-07-01,319200.0,TH_EA4
TH,CYRAMZ,EA8,2024-07-01,824500.0,TH_EA8
TH,PROZAC,EDF,2024-07-01,76755.0,TH_EDF
TH,HUMALO,EO1,2024-07-01,96700.0,TH_EO1
TH,CYMBAL,EB3,2024-07-01,486400.0,TH_EB3
TH,HUMULI,EHE,2024-07-01,29700.0,TH_EHE
TH,TRULIC,EF8,2024-07-01,649940.0,TH_EF8
TH,FORTEO,EB5,2024-07-01,4991250.0,TH_EB5
TH,PROZAC,ED7,2024-07-01,10535.0,TH_ED7
TH,HUMULI,EGA,2024-07-01,128842.0,TH_EGA
TH,YULARE,EA6,2024-07-01,49500.0,TH_EA6
TH,TALTZ,EDC,2024-07-01,213000.0,TH_EDC
TH,HUMULI,EGF,2024-07-01,212600.0,TH_EGF
TH,SERC,768,2024-07-01,24579.11,TH_768
TH,DICETE,736,2024-07-01,4779.68,TH_736
TH,BELARA,773,2024-07-01,45754.04,TH_773
TH,VIMPAT,736,2024-07-01,504810.0,TH_736
TH,BIOGAI,765,2024-07-01,60080.0,TH_765
TH,FAVERI,736,2024-07-01,102850.95999999999,TH_736
TH,ISOPTI,736,2024-07-01,61360.6,TH_736
TH,BELARA,766,2024-07-01,11875.0,TH_766
TH,NEUPRO,765,2024-07-01,37690.0,TH_765
TH,BIOGAI,773,2024-07-01,88001.5,TH_773
TH,VESSEL,739,2024-07-01,332000.0,TH_739
TH,GANATO,763,2024-07-01,37104.0,TH_763
TH,GANATO,770,2024-07-01,21139.24,TH_770
TH,COLOFA,764,2024-07-01,32344.0,TH_764
TH,DUPHAP,734,2024-07-01,9834.0,TH_734
TH,SUPRAL,737,2024-07-01,58450.0,TH_737
TH,SURBET,737,2024-07-01,3990.0,TH_737
TH,BELARA,735,2024-07-01,179113.5,TH_735
TH,NEUPRO,737,2024-07-01,123145.0,TH_737
TH,ISOPTI,738,2024-07-01,54546.9,TH_738
